COURSE CODE,COURSE TITLE,MAJOR(S) REQUIRED,REQUIRED OPTIONS,DIVISION,PROGRAM,CREDIT HOURS,SOURCE OF CLOs,DATE OF UPDATED RECORDED CLOs,,,TIL,SQL,INQ,ANL,INT,CRE,COM,COL,GCU,DEI,INFO LIT,SCI LIT,TECH LIT,QUANT LIT
SWK-490S,Int. Social Wk Field Seminar I,SOWK,,SOI,SOWK,1,Recent Syllabi,Spring 2015,,,0,1,3,3,3,1,2,2,1,,,,,
SWK-495,Social Wk Field Experience II,SOWK,,SOI,SOWK,4,Recent Syllabi,"Spring 2015, New Apr 2023",,,1,1,3,2,3,1,2,2,3,3,1,1,1,0
SWK-495S,Int. Social Wk Field Seminar,SOWK,,SOI,SOWK,1,,SP 23,,,,,3,2,3,1,2,2,3,3,1,1,1,0
SYS-140,Systems Fundamentals,"DIGF, CNCS",CRCJ,ITS,CNCS,3,Recent Syllabi and/or reviewed assignments,,,,0,0,3,3,3,2,2,0,0,1,,,,
SYS-255,Sysadmin & Net Services I,CNCS,,ITS,CNCS,3,Recent Syllabi and/or reviewed assignments,,,,1,0,2,3,3,1,0,1,0,0,,,,
SYS-265,Sysadmin & Net Services II,CNCS,,ITS,CNCS,3,Recent Syllabi and/or reviewed assignments,,,,1,1,2,3,3,2,1,1,0,0,,,,
SYS-320,Automation and Scripting,CNCS,,ITS,CNCS,3,Recent Syllabi and/or reviewed assignments,,,,1,0,2,3,3,3,1,1,0,0,,,,
SYS-350,Enterprise Virtualization,,,ITS,CNCS,3,,FA 18,,,3,1,2,2,3,2,2,0,0,,,,,
SYS-360,Cloud Admin & Deploy.,,,ITS,CNCS,3,,FA 18,,,3,1,2,2,3,2,2,0,0,,,,,
SYS-480,Advanced Topics in Systems Administration and IT Infrastructure,,CNCS,ITS,CNCS,3,,FA 18,,,3,1,3,2,3,2,2,0,0,,,,,
THE-140,Fundamentals of Acting,,,CCM,,3,,,,,,,,,,,,,,,,,,
VCD-100,Form and Color,"VCDS, IXDS",,CCM,IXDS,3,Recent Syllabi,,,,0,0,0,1,0,1,1,0,0,0,,,,
VCD-100L,Form and Color - Studio,,,CCM,VCDS,0,,,,,,,,,,,,,,,,,,
VCD-110,Image Technology,"BRMP, IXDS",,CCM,IXDS,3,,,,,1,0,0,0,0,2,1,0,0,0,,,,
VCD-111,Visual & Digital Fundamentals,"MKCM, APDV",,CCM,MKCM,3,,,,,3,0,1,1,2,2,3,1,1,1,,,,
VCD-115,The Digital Image,VCDS,,CCM,VCDS,3,,,,,,,,,,,,,,,,,,
VCD-181,Design Solutions,MKCM,,CCM,MKCM,3,,,,,3,0,1,1,2,3,3,1,1,1,,,,
VCD-200,Design and Communication,VCDS,,CCM,VCDS,3,,,,,,,,,,,,,,,,,,
VCD-200L,Design & Communication Studio,,,CCM,VCDS,0,,,,,,,,,,,,,,,,,,
VCD-201,Intro to Typography,VCDS,,CCM,VCDS,3,,,,,,,,,,,,,,,,,,
VCD-202,Form and Space,,,CCM,GDDM,3,,,,,,,,,,,,,,,,,,
VCD-203,Form in Motion,,BRMP,CCM,VCDS,3,,,,,,,,,,,,,,,,,,
VCD-205,Publication Design I,VCDS,,CCM,VCDS,3,,,,,,,,,,,,,,,,,,
VCD-205L,Publication Design I-Studio,,,CCM,VCDS,0,,,,,,,,,,,,,,,,,,
VCD-206,Web Design I,"VCDS, IXDS, APDV",,CCM,IXDS,3,Recent Syllabi,,,,1,1,0,0,0,1,1,0,0,0,,,,
VCD-206L,Web Design I-Studio,,,CCM,VCDS,0,,,,,,,,,,,,,,,,,,
VCD-220,Visual Creativity & Meaning,"VCDS, IXDS",,CCM,IXDS,3,Recent Syllabi,,,,0,0,0,0,1,1,3,0,1,1,,,,
VCD-250,Prof Comm Practice,VCDS,,CCM,VCDS,1,,,,,,,,,,,,,,,,,,
VCD-270,Intermediate Typography,VCDS,,CCM,VCDS,3,,,,,,,,,,,,,,,,,,
VCD-270L,Intermediate Type-Studio,,,CCM,VCDS,0,,,,,,,,,,,,,,,,,,
VCD-300,Projects in Graphic Design I,VCDS,,CCM,VCDS,3,,,,,,,,,,,,,,,,,,
VCD-301,Advanced Typography,VCDS,,CCM,VCDS,3,,,,,,,,,,,,,,,,,,
VCD-302,Graphic Design/Objects&Spaces,,,CCM,VCDS,3,,,,,,,,,,,,,,,,,,
VCD-303,"Illustration, Introduction to",,,CCM,VCDS,3,,,,,,,,,,,,,,,,,,
VCD-305,Publication Design II,,VCDS,CCM,VCDS,3,,,,,,,,,,,,,,,,,,
VCD-306,Web Design II,IXDS,VCDS,CCM,IXDS,3,Recent Syllabi,,,,2,2,1,1,0,1,1,0,0,0,,,,
VCD-307,Form in Motion II,,,CCM,VCDS,3,,,,,,,,,,,,,,,,,,
VCD-310,Graphic Print Production,,,CCM,VCDS,3,,,,,,,,,,,,,,,,,,
VCD-400,Projects in Graphic Design II,VCDS,,CCM,VCDS,3,,,,,,,,,,,,,,,,,,
VCD-430,Creative Production Studio,,BRMP,CCM,VCDS,3,,SP 22,,,2,0,3,2,3,2,3,3,0,3,,,,
VCD-450,Portfolio Studio,VCDS,,CCM,VCDS,2,,SP 23,,,0,0,0,0,0,3,2,0,0,0,,,,
VCD-451,Portfolio Studio II,,,CCM,GDDM,3,,,,,,,,,,,,,,,,,,
WRT-100,"Writing Profession, Intro.",PWRT,,CCM,PWRT,3,,,,,,,3,0,0,3,3,0,0,,,,,
WRT-110,Literary Magazine I,,,CCM,PWRT,1,,,,,,,,,,,,,,,,,,
WRT-120,"Creative Writing, Introduction","INAR, PWRT",,CCM,PWRT,3,,,,,,,0,0,0,3,3,0,0,,,,,
WRT-200,Fundamentals of Journalism,PWRT,,CCM,PWRT,3,,,,,,,2,2,0,3,3,2,1,,,,,
WRT-201,Professional Practices I,,,CCM,PWRT,1,,,,,2,0,1,1,2,2,2,0,0,0,,,,
WRT-215,Magazine Publishing,,,CCM,PWRT,3,,FA 17,,,0,0,3,2,2,3,3,3,2,,,,,
WRT-220,"Creative Writing, Intermediate",INAR,,CCM,PWRT,3,,,,,,,,,,,,,,,,,,
WRT-221,Intermediate Poetry Workshop,,,CCM,PWRT,3,,,,,,,,,,,,,,,,,,
WRT-226,Intermediate Fiction Workshop,,,CCM,PWRT,3,,,,,,,,,,,,,,,,,,
WRT-231,Writing for the Workplace,"CNCS, CRCJ",,CCM,PWRT,3,,,,,0,0,3,1,2,3,3,3,0,0,,,,
WRT-235,Writing Children's Literature,,,CCM,PWRT,3,,,,,,,,,,,,,,,,,,
WRT-237,Interm. Creative Non-Fiction,,,CCM,PWRT,3,,,,,,,,,,,,,,,,,,
WRT-250,Book Publishing/Editor's Role,,,CCM,PWRT,3,,SP 22,,,1,0,2,3,2,2,3,3,0,1,,,,
WRT-280,Reading & Writing/Wilderness,,,CCM,PWRT,3,,,,,,,,,,,,,,,,,,
WRT-301,Professional Practices II,,,CCM,PWRT,1,,20,,,3,0,1,2,1,3,3,0,0,0,,,,
WRT-310,Grant Writing,,,CCM,PWRT,3,,,,,,,,,,,,,,,,,,
WRT-324,Advanced Poetry Workshop,,,CCM,PWRT,3,,,,,,,,,,,,,,,,,,
WRT-325,Advanced Fiction Workshop,,,CCM,PWRT,3,,,,,,,,,,,,,,,,,,
WRT-337,"Creative Non-Fiction, Advanced",,,CCM,PWRT,3,,,,,,,,,,,,,,,,,,
WRT-345,Professional Copy Editing,,,CCM,PWRT,3,,,,,,,,,,,,,,,,,,
WRT-346,Publishing in 21st Century,,,CCM,PWRT,3,,,,,,,2,3,3,3,3,3,2,,,,,
WRT-347,Transmedia Storytelling,DHMS,,CCM,PWRT,3,,FA 19,,,3,0,2,2,3,3,3,3,1,,,,,
WRT-350,Reading and Writing in Genre,,,CCM,PWRT,3,,,,,0,0,2,3,2,3,3,0,2,,,,,
WRT-401,Professional Practices III,,,CCM,PWRT,1,,,,,0,0,2,1,2,2,3,0,1,1,,,,
